sku_norm,sku_raw,record_type,product_id,parent_product_id,parent_title,variant_sku,sku_cost,sku_case_pack,sku_case_cost,ahscompany_price,ahscompany_case_price,stock_status,url
EZ-MS77-WW-1WSLN,EZ-MS77-WW-1WSLN,product,27206,27206,Kartri Hang2It Matt-Satin Polyester Shower Curtain With Window & Snap Away Liner 72x77 White With Chrome Buckles 12 Per Case Price Per Each,EZ-MS77-WW-1WSLN,29.6,12,355.20000000000005,42.92,515.04,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Matt-Satin-Polyester-Shower-Curtain-With-Window-Snap-Away-Liner-72x77-White-With-Chrome-Buckles-12-Per-Case-Price-Per-Each_p_27206.html
EZ-NYA-1,EZ-NYA-1,product,27706,27706,Kartri Hang2It Nylon Shower Curtain 72x74 White 12 Per Case Price Per Each,EZ-NYA-1,19.3,12,231.60000000000002,27.99,335.88,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Nylon-Shower-Curtain-72x74-White-12-Per-Case-Price-Per-Each_p_27706.html
EZ-RL1-74-WHITE,EZ-RL1-74-White,variant,27226,27226,Kartri Hang2It Replacement Liners With Window 70x54 White or Beige 12 Per Case Price Per Each,EZ-RL1-74-White,7.4,12,88.80000000000001,10.73,128.76,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-With-Window-70x54-White-or-Beige-12-Per-Case-Price-Per-Each_p_27226.html
EZ-RL1-77-WHITE,EZ-RL1-77-White,variant,27227,27227,Kartri Hang2It Replacement Liners With Window 70x57 White or Beige 12 Per Case Price Per Each,EZ-RL1-77-White,7.65,12,91.80000000000001,11.09,133.07999999999998,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-With-Window-70x57-White-or-Beige-12-Per-Case-Price-Per-Each_p_27227.html
EZ-RL1-H74-WHITE,EZ-RL1-H74-White,variant,27229,27229,Kartri Hang2It Replacement Liners 70x69 White or Beige 12 Per Case Price Per Each,EZ-RL1-H74-White,8.65,12,103.80000000000001,12.54,150.48,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-70x69-White-or-Beige-12-Per-Case-Price-Per-Each_p_27229.html
EZ-RL2-74-BEIGE,EZ-RL2-74-Beige,variant,27226,27226,Kartri Hang2It Replacement Liners With Window 70x54 White or Beige 12 Per Case Price Per Each,EZ-RL2-74-Beige,7.4,12,88.80000000000001,10.73,128.76,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-With-Window-70x54-White-or-Beige-12-Per-Case-Price-Per-Each_p_27226.html
EZ-RL2-77-BEIGE,EZ-RL2-77-Beige,variant,27227,27227,Kartri Hang2It Replacement Liners With Window 70x57 White or Beige 12 Per Case Price Per Each,EZ-RL2-77-Beige,7.65,12,91.80000000000001,11.09,133.07999999999998,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-With-Window-70x57-White-or-Beige-12-Per-Case-Price-Per-Each_p_27227.html
EZ-RL2-H74-BEIGE,EZ-RL2-H74-Beige,variant,27229,27229,Kartri Hang2It Replacement Liners 70x69 White or Beige 12 Per Case Price Per Each,EZ-RL2-H74-Beige,8.65,12,103.80000000000001,12.54,150.48,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Replacement-Liners-70x69-White-or-Beige-12-Per-Case-Price-Per-Each_p_27229.html
EZ-STDUA,EZ-STDUA,product,23091,23091,Kartri Hang2It Stardust Polyester Shower Curtain 72x74 White or Beige 12 Per Case Price Per Each,EZ-STDUA,,,,21.9,,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Stardust-Polyester-Shower-Curtain-72x74-White-or-Beige-12-Per-Case-Price-Per-Each_p_23091.html
EZ-STDUA-1WHITE,EZ-STDUA-1 White,variant,23091,23091,Kartri Hang2It Stardust Polyester Shower Curtain 72x74 White or Beige 12 Per Case Price Per Each,EZ-STDUA-1 White,,,,21.9,,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Stardust-Polyester-Shower-Curtain-72x74-White-or-Beige-12-Per-Case-Price-Per-Each_p_23091.html
EZ-STDUA-2BEIGE,EZ-STDUA-2 Beige,variant,23091,23091,Kartri Hang2It Stardust Polyester Shower Curtain 72x74 White or Beige 12 Per Case Price Per Each,EZ-STDUA-2 Beige,,,,21.9,,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Stardust-Polyester-Shower-Curtain-72x74-White-or-Beige-12-Per-Case-Price-Per-Each_p_23091.html
EZ-V8-1,EZ-V8-1,variant,27217,27217,Kartri Hang2It 8 Gauge Vinyl Shower Curtain 72x74 White Or Beige 12 Per Case Price Per Each,EZ-V8-1,11.75,12,141,17.04,204.48,In Stock,https://www.ahscompany.com/Kartri-Hang2It-8-Gauge-Vinyl-Shower-Curtain-72x74-White-Or-Beige-12-Per-Case-Price-Per-Each_p_27217.html
EZ-V8-2,EZ-V8-2,variant,27217,27217,Kartri Hang2It 8 Gauge Vinyl Shower Curtain 72x74 White Or Beige 12 Per Case Price Per Each,EZ-V8-2,11.75,12,141,17.04,204.48,In Stock,https://www.ahscompany.com/Kartri-Hang2It-8-Gauge-Vinyl-Shower-Curtain-72x74-White-Or-Beige-12-Per-Case-Price-Per-Each_p_27217.html
EZ-V87177-1,EZ-V87177-1,product,27717,27717,Kartri Hang2It 8 Gauge Vinyl Shower Curtain 72x77 White 12 Per Case Price Per Each,EZ-V87177-1,12.5,12,150,18.13,217.56,In Stock,https://www.ahscompany.com/Kartri-Hang2It-8-Gauge-Vinyl-Shower-Curtain-72x77-White-12-Per-Case-Price-Per-Each_p_27717.html
EZ-VC77-1-WSLN,EZ-VC77-1-WSLN,product,27219,27219,Kartri Hang2It Vision Check Polyester Shower Curtain With Window & Snap Away Liner 72x77 White With Chrome Buckles 12 Per Case Price Per Each,EZ-VC77-1-WSLN,36.9,12,442.79999999999995,53.51,642.12,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Vision-Check-Polyester-Shower-Curtain-With-Window-Snap-Away-Liner-72x77-White-With-Chrome-Buckles-12-Per-Case-Price-Per-Each_p_27219.html
EZ-W-PD77-1,EZ-W-PD77-1,product,29871,29871,Kartri Hang2It Poly Dot Polyester Shower Curtain With Window & Snap Away Liner 72x77 White 12 Per Case Price Per Each,EZ-W-PD77-1,25.6,12,307.20000000000005,37.12,445.43999999999994,In Stock,https://www.ahscompany.com/Kartri-Hang2It-Poly-Dot-Polyester-Shower-Curtain-With-Window-Snap-Away-Liner-72x77-White-12-Per-Case-Price-Per-Each_p_29871.html
FFI-WAF1178,FFI-WAF1178,product,30234,30234,Kartri Luxor Diamond Waffle Polyester Shower Curtain With Metal Grommets & Window 72x78 White 12 Per Case Price Per Each,FFI-WAF1178,,,,33.35,,In Stock,https://www.ahscompany.com/Kartri-Luxor-Diamond-Waffle-Polyester-Shower-Curtain-With-Metal-Grommets-Window-72x78-White-12-Per-Case-Price-Per-Each_p_30234.html
FFI-WAF11A,FFI-WAF11A,product,27688,27688,Kartri Luxor Diamond Waffle Polyester Shower Curtain With Metal Grommets & Window 72x72 White 12 Per Case Price Per Each,FFI-WAF11A,,,,31.9,,In Stock,https://www.ahscompany.com/Kartri-Luxor-Diamond-Waffle-Polyester-Shower-Curtain-With-Metal-Grommets-Window-72x72-White-12-Per-Case-Price-Per-Each_p_27688.html
FT,FT,product,19915,19915,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 72x72 White or Green 12 Per Case Price Per Each,FT,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Green-12-Per-Case-Price-Per-Each_p_19915.html
FT-1WHITE,FT-1 White,variant,19915,19915,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 72x72 White or Green 12 Per Case Price Per Each,FT-1 White,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Green-12-Per-Case-Price-Per-Each_p_19915.html
FT-2,FT-2,product,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-2-1WHITE,FT-2-1 White,variant,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2-1 White,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-2-8GREEN,FT-2-8 Green,variant,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2-8 Green,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-8GREEN,FT-8 Green,variant,19915,19915,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 72x72 White or Green 12 Per Case Price Per Each,FT-8 Green,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Green-12-Per-Case-Price-Per-Each_p_19915.html
G-KNA,G-KNA,product,19842,19842,Kartri Eco-Friendly Karlon Polyester Shower Curtain With Sewn Eyelets 72x72 White 6 Per Case Price Per Each,G-KNA,,,,17.69,,In Stock,https://www.ahscompany.com/Kartri-Eco-Friendly-Karlon-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-6-Per-Case-Price-Per-Each_p_19842.html
G-URA,G-URA,product,27183,27183,Kartri Urban Waffle Polyester Shower Curtain With Metal Grommets 72x72 White 6 Per Case Price Per Each,G-URA,,,,40.31,,In Stock,https://www.ahscompany.com/Kartri-Urban-Waffle-Polyester-Shower-Curtain-With-Metal-Grommets-72x72-White-6-Per-Case-Price-Per-Each_p_27183.html
G-WSA-1,G-WSA-1,product,19872,19872,Kartri Eco-Friendly Waffle Supreme Polyester Shower Curtain With Metal Grommets 72x72 White 12 Per Case Price Per Each,G-WSA-1,,,,29,,In Stock,https://www.ahscompany.com/Kartri-Eco-Friendly-Waffle-Supreme-Polyester-Shower-Curtain-With-Metal-Grommets-72x72-White-12-Per-Case-Price-Per-Each_p_19872.html
IMPNK,IMPNK,product,27692,27692,Kartri Impressions Nuage Decorative Top Sheet King 112x98 100% Polyester White 10 Per Case Price Per Each,IMPNK,36,10,360,52.2,522,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-King-112x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27692.html
IMPNQ,IMPNQ,product,27693,27693,Kartri Impressions Nuage Decorative Top Sheet Queen 96x98 100% Polyester White 10 Per Case Price Per Each,IMPNQ,32.05,10,320.5,46.47,464.7,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-Queen-96x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27693.html
IMPNT,IMPNT,product,28101,28101,Kartri Impressions Nuage Decorative Top Sheet Twin 74x98 100% Polyester White 10 Per Case Price Per Each,IMPNT,25.85,10,258.5,37.48,374.79999999999995,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-Twin-74x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_28101.html
IMPSK,IMPSK,product,27166,27166,Kartri Impressions Santorini Decorative Top Sheet King 112x98 100% Polyester White 10 Per Case Price Per Each,IMPSK,36,10,360,52.2,522,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-King-112x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27166.html
IMPSQ,IMPSQ,product,27167,27167,Kartri Impressions Santorini Decorative Top Sheet Queen 96x98 100% Polyester White 10 Per Case Price Per Each,IMPSQ,32.05,10,320.5,46.47,464.7,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-Queen-96x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27167.html
IMPST,IMPST,product,28102,28102,Kartri Impressions Santorini Decorative Top Sheet Twin 74x98 100% Polyester White 10 Per Case Price Per Each,IMPST,25.85,10,258.5,37.48,374.79999999999995,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-Twin-74x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_28102.html
